nta,boro_name,name,shape_area,population,population_density,engine_needed_first_shift,engine_needed_second_shift,ladder_needed_first_shift,ladder_needed_second_shift,rescue_needed_first_shift,rescue_needed_second_shift,squad_needed_first_shift,squad_needed_second_shift,hazardous_needed_first_shift,hazardous_needed_second_shift
BK72,Brooklyn,Williamsburg,0.018699287956008406,0.24872712988563053,0.49748140621339054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI05,Staten Island,New Springville-Bloomfield-Travis,1.0000000000000002,0.2991206998141685,0.021191560494612818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI48,Staten Island,Arden Heights,0.1394172318802306,0.19065101451902883,0.08766044338039072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX75,Bronx,Crotona Park East,0.03338205844411289,0.1531749988668812,0.21767407865722285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN24,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,0.0604974255941308,0.32287842390729576,0.2989882498793022,0.0,0.40592836558254425,0.0,0.39319010944466964,0.0,0.5833333333333334,0.0,0.56,0.0,0.39215686274509803
MN25,Manhattan,Battery Park City-Lower Manhattan,0.041776489285695745,0.2998912205955672,0.3656502442698765,0.0,0.36475916014820914,0.0,0.36035670855289825,0.0,0.35,0.0,0.36,0.0,0.41830065359477125
BX08,Bronx,West Farms-Bronx River,0.02956533764628392,0.26447748115245734,0.4064292617131161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN03,Manhattan,Central Harlem North-Polo Grounds,0.06164893863483426,0.5686896614241037,0.5189341882797731,0.4262440758293839,0.7225195553725813,0.4236874236874237,0.7101743007701662,0.4122807017543859,0.85,0.4260355029585799,1.0,0.34705882352941175,0.7777777777777778
MN99,Manhattan,park-cemetery-etc-Manhattan,0.26710878686674094,0.013967577694178791,0.003539191617032381,0.0139218009478673,0.015644298065047343,0.01514041514041514,0.014187271990271585,0.008771929824561403,0.0,0.01775147928994083,0.04,0.023529411764705882,0.026143790849673203
QN45,Queens,Douglas Manor-Douglaston-Little Neck,0.19375036571379367,0.18688150599042136,0.06380976408393685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN06,Queens,Jamaica Estates-Holliswood,0.11570894915053564,0.19247911284352384,0.1042716622200889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK32,Brooklyn,Sunset Park West,0.1379894996394255,0.4082324857604738,0.18942873102208088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK37,Brooklyn,Park Slope-Gowanus,0.11482422837725367,0.5110290229494326,0.278692875927756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN34,Queens,Queens Village,0.1988651670839151,0.39662179516233814,0.13222072522252573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN42,Queens,Oakland Gardens,0.1412640506981989,0.21330583631721284,0.09693496558096368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX37,Bronx,Van Nest-Morris Park-Westchester Square,0.09559236056576262,0.22095816525404524,0.14102241657906867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX46,Bronx,Parkchester,0.011220644635039231,0.2252715708048165,0.5685663088278587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN30,Queens,Maspeth,0.09345701986752136,0.2305216878937588,0.14996175585473986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN31,Queens,Hunters Point-Sunnyside-West Maspeth,0.3011308262787634,0.4779570623517503,0.10816970155152845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN18,Queens,Rego Park,0.04466870987241715,0.21347958119929294,0.24814927056648795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN29,Queens,Elmhurst,0.08428375498277899,0.667988638595537,0.4737749375462583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK38,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,0.0712065546069009,0.26057955249361675,0.2121140715771057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK35,Brooklyn,Stuyvesant Heights,0.08031726138079015,0.4797171735484748,0.35406229216092633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK78,Brooklyn,Bushwick South,0.1075611809881771,0.5446599888198945,0.3143069120135182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX27,Bronx,Hunts Point,0.1371737638865364,0.20550242487422382,0.09586102552212451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK83,Brooklyn,Cypress Hills-City Line,0.0685095821407051,0.3718367100273459,0.3121875065161801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN53,Queens,Woodhaven,0.097813004260693,0.42812249769599175,0.26797172956619436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK60,Brooklyn,Prospect Lefferts Gardens-Wingate,0.08103649934158158,0.5095937391409449,0.373363224322872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX34,Bronx,Melrose South-Mott Haven North,0.036366644265981386,0.2962274698212694,0.39756768275969306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX39,Bronx,Mott Haven-Port Morris,0.11293816444761332,0.39593436975932556,0.21905137917294948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX63,Bronx,West Concourse,0.042879483300408326,0.2967411503422019,0.355182004996021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI35,Staten Island,New Brighton-Silver Lake,0.1292235734377568,0.13238604601973136,0.06510421075225824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI07,Staten Island,Westerleigh,0.17934955921252346,0.18206952816933328,0.06671842703534171,0.39573459715639814,0.4223960477562783,0.3802197802197802,0.40697203080664773,0.40350877192982454,0.5333333333333333,0.4556213017751479,0.56,0.4,0.5816993464052288
SI22,Staten Island,West New Brighton-New Brighton-St. George,0.1568720132767959,0.2534484582030247,0.10485823720136857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0
BK79,Brooklyn,Ocean Hill,0.04512960618898651,0.24124099170557042,0.2783501650455583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK85,Brooklyn,East New York (Pennsylvania Ave),0.042975630539123524,0.22166069890767348,0.2648920855041035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK76,Brooklyn,Greenpoint,0.09248723316755902,0.26227167656257083,0.1721227577661308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN20,Manhattan,Murray Hill-Kips Bay,0.027622211416187342,0.38331142636994064,0.6145033652425079,0.4333530805687204,0.46438863729930013,0.44664224664224667,0.4600729631130928,0.4853801169590643,0.35,0.42011834319526625,0.36,0.43529411764705883,0.45098039215686275
MN22,Manhattan,East Village,0.01653720938543897,0.33340887458641166,0.7094185723966059,0.3809241706161138,0.40634005763688763,0.36971916971916974,0.37454398054316984,0.36549707602339176,0.5666666666666667,0.3668639053254438,0.4,0.34705882352941175,0.3137254901960784
MN23,Manhattan,West Village,0.06004254157654181,0.5052199005877109,0.47058832982200005,0.567239336492891,0.5965417867435159,0.5575091575091575,0.5812728009728415,0.6023391812865497,0.6833333333333333,0.57396449704142,0.92,0.5647058823529412,0.738562091503268
MN01,Manhattan,Marble Hill-Inwood,0.037916352721050026,0.35312514163984954,0.46063747167449426,0.24644549763033177,0.28983120625771924,0.23492063492063492,0.2646939602756384,0.26900584795321636,0.23333333333333334,0.2485207100591716,0.4,0.16470588235294117,0.2679738562091503
MN35,Manhattan,Washington Heights North,0.0531519916070717,0.5071537566665156,0.5185680937501245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN47,Queens,Ft. Totten-Bay Terrace-Clearview,0.12669229994608636,0.1643097795706235,0.08222362915681618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN49,Queens,Whitestone,0.19736109275023564,0.23246309809787125,0.07803848899494498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN60,Queens,Kew Gardens,0.046231149126128294,0.17584492891568085,0.1993785542518918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN99,Queens,park-cemetery-etc-Queens,0.9412458259645095,0.0032935986342141443,0.000247640896698781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX13,Bronx,Co-op City,0.10638138608264266,0.3305080904682047,0.19254509377786339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX99,Bronx,park-cemetery-etc-Bronx,0.6711205514281001,0.014398162836725136,0.0015073407529782926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK45,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin,0.19861888296979607,0.3416806417984862,0.11403504519580968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK82,Brooklyn,East New York,0.3465424739491236,0.6946622550574869,0.13759361260954395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK93,Brooklyn,Starrett City,0.018728342840040532,0.10087778936076991,0.20160403708433905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK73,Brooklyn,North Side-South Side,0.0723800468542925,0.3457825318406382,0.2777884028926157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN28,Manhattan,Lower East Side,0.055112189035011964,0.5511263200833976,0.5482831362629977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK40,Brooklyn,Windsor Terrace,0.02632340371440707,0.15854598196074876,0.26173330272311796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK99,Brooklyn,park-cemetery-etc-Brooklyn,0.6834037846588481,0.0031576243786731934,0.0003247764926734996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
